trip_id,arrival_time,departure_time,stop_id,stop_sequence,drop_off_type,pickup_type
9133-0519,14:57:00,14:57:00,st_pancras_international,5,0,1
9133-0520,10:40:00,10:40:00,amsterdam_centraal,1,1,0
9133-0520,11:25:00,11:28:00,rotterdam_centraal,2,0,0
9133-0520,12:38:00,12:56:00,bruxelles_midi,3,0,0
9133-0520,13:30:00,13:35:00,lille_europe,4,0,0
9133-0520,14:57:00,14:57:00,st_pancras_international,5,0,1
9133-0521,10:40:00,10:40:00,amsterdam_centraal,1,1,0
9133-0521,11:25:00,11:28:00,rotterdam_centraal,2,0,0
9133-0521,12:38:00,12:56:00,bruxelles_midi,3,0,0
9133-0521,13:30:00,13:35:00,lille_europe,4,0,0
9133-0521,14:57:00,14:57:00,st_pancras_international,5,0,1
9133-0522,10:40:00,10:40:00,amsterdam_centraal,1,1,0
9133-0522,11:25:00,11:28:00,rotterdam_centraal,2,0,0
9133-0522,12:38:00,12:56:00,bruxelles_midi,3,0,0
9133-0522,13:30:00,13:35:00,lille_europe,4,0,0
9133-0522,14:57:00,14:57:00,st_pancras_international,5,0,1
9133-0526,10:40:00,10:40:00,amsterdam_centraal,1,1,0
9133-0526,11:25:00,11:28:00,rotterdam_centraal,2,0,0
9133-0526,12:38:00,12:56:00,bruxelles_midi,3,0,0
9133-0526,13:30:00,13:35:00,lille_europe,4,0,0
9133-0526,14:57:00,14:57:00,st_pancras_international,5,0,1
9133-0527,10:40:00,10:40:00,amsterdam_centraal,1,1,0
9133-0527,11:25:00,11:28:00,rotterdam_centraal,2,0,0
9133-0527,12:38:00,12:56:00,bruxelles_midi,3,0,0
9133-0527,13:30:00,13:35:00,lille_europe,4,0,0
9133-0527,14:57:00,14:57:00,st_pancras_international,5,0,1
9133-0528,10:40:00,10:40:00,amsterdam_centraal,1,1,0
9133-0528,11:25:00,11:28:00,rotterdam_centraal,2,0,0
9133-0528,12:38:00,12:56:00,bruxelles_midi,3,0,0
9133-0528,13:30:00,13:35:00,lille_europe,4,0,0
9133-0528,14:57:00,14:57:00,st_pancras_international,5,0,1
9133-0529,10:40:00,10:40:00,amsterdam_centraal,1,1,0
9133-0529,11:25:00,11:28:00,rotterdam_centraal,2,0,0
9133-0529,12:38:00,12:56:00,bruxelles_midi,3,0,0
9133-0529,13:30:00,13:35:00,lille_europe,4,0,0
9133-0529,14:57:00,14:57:00,st_pancras_international,5,0,1
9133-0601,10:40:00,10:40:00,amsterdam_centraal,1,1,0
9133-0601,11:25:00,11:28:00,rotterdam_centraal,2,0,0
9133-0601,12:38:00,12:56:00,bruxelles_midi,3,0,0
9133-0601,13:30:00,13:35:00,lille_europe,4,0,0
9133-0601,14:57:00,14:57:00,st_pancras_international,5,0,1
9133-0602,10:40:00,10:40:00,amsterdam_centraal,1,1,0
9133-0602,11:25:00,11:28:00,rotterdam_centraal,2,0,0
9133-0602,12:38:00,12:56:00,bruxelles_midi,3,0,0
9133-0602,13:30:00,13:35:00,lille_europe,4,0,0
9133-0602,14:57:00,14:57:00,st_pancras_international,5,0,1
9133-0603,10:40:00,10:40:00,amsterdam_centraal,1,1,0
9133-0603,11:25:00,11:28:00,rotterdam_centraal,2,0,0
9133-0603,12:38:00,12:56:00,bruxelles_midi,3,0,0
9133-0603,13:30:00,13:35:00,lille_europe,4,0,0
9133-0603,14:57:00,14:57:00,st_pancras_international,5,0,1
9133-0604,10:40:00,10:40:00,amsterdam_centraal,1,1,0
9133-0604,11:25:00,11:28:00,rotterdam_centraal,2,0,0
9133-0604,12:38:00,12:56:00,bruxelles_midi,3,0,0
9133-0604,13:30:00,13:35:00,lille_europe,4,0,0
9133-0604,14:57:00,14:57:00,st_pancras_international,5,0,1
9133-0605,10:40:00,10:40:00,amsterdam_centraal,1,1,0
9133-0605,11:25:00,11:28:00,rotterdam_centraal,2,0,0
9133-0605,12:38:00,12:56:00,bruxelles_midi,3,0,0
9133-0605,13:30:00,13:35:00,lille_europe,4,0,0
9133-0605,14:57:00,14:57:00,st_pancras_international,5,0,1
9135-0314,12:56:00,12:56:00,bruxelles_midi_1,1,1,0
9135-0314,13:30:00,13:35:00,lille_europe,2,0,0
9135-0314,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0315,12:56:00,12:56:00,bruxelles_midi_1,1,1,0
9135-0315,13:30:00,13:35:00,lille_europe,2,0,0
9135-0315,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0321,12:56:00,12:56:00,bruxelles_midi_1,1,1,0
9135-0321,13:30:00,13:35:00,lille_europe,2,0,0
9135-0321,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0322,12:56:00,12:56:00,bruxelles_midi_1,1,1,0
9135-0322,13:30:00,13:35:00,lille_europe,2,0,0
9135-0322,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0328,12:56:00,12:56:00,bruxelles_midi_1,1,1,0
9135-0328,13:30:00,13:35:00,lille_europe,2,0,0
9135-0328,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0329,12:56:00,12:56:00,bruxelles_midi_1,1,1,0
9135-0329,13:30:00,13:35:00,lille_europe,2,0,0
9135-0329,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0404,12:56:00,12:56:00,bruxelles_midi_1,1,1,0
9135-0404,13:30:00,13:35:00,lille_europe,2,0,0
9135-0404,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0405,12:56:00,12:56:00,bruxelles_midi_1,1,1,0
9135-0405,13:30:00,13:35:00,lille_europe,2,0,0
9135-0405,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0406,12:56:00,12:56:00,bruxelles_midi_1,1,1,0
9135-0406,13:30:00,13:35:00,lille_europe,2,0,0
9135-0406,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0411,12:56:00,12:56:00,bruxelles_midi,1,1,0
9135-0411,13:30:00,13:35:00,lille_europe,2,0,0
9135-0411,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0412,12:56:00,12:56:00,bruxelles_midi,1,1,0
9135-0412,13:30:00,13:35:00,lille_europe,2,0,0
9135-0412,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0418,12:56:00,12:56:00,bruxelles_midi,1,1,0
9135-0418,13:30:00,13:35:00,lille_europe,2,0,0
9135-0418,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0419,12:56:00,12:56:00,bruxelles_midi,1,1,0
9135-0419,13:30:00,13:35:00,lille_europe,2,0,0
9135-0419,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0425,12:56:00,12:56:00,bruxelles_midi,1,1,0
9135-0425,13:30:00,13:35:00,lille_europe,2,0,0
9135-0425,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0426,12:56:00,12:56:00,bruxelles_midi,1,1,0
9135-0426,13:30:00,13:35:00,lille_europe,2,0,0
9135-0426,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0502,12:56:00,12:56:00,bruxelles_midi,1,1,0
9135-0502,13:30:00,13:35:00,lille_europe,2,0,0
9135-0502,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0503,12:56:00,12:56:00,bruxelles_midi,1,1,0
9135-0503,13:30:00,13:35:00,lille_europe,2,0,0
9135-0503,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0509,12:56:00,12:56:00,bruxelles_midi,1,1,0
9135-0509,13:30:00,13:35:00,lille_europe,2,0,0
9135-0509,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0510,12:56:00,12:56:00,bruxelles_midi,1,1,0
9135-0510,13:30:00,13:35:00,lille_europe,2,0,0
9135-0510,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0516,12:56:00,12:56:00,bruxelles_midi,1,1,0
9135-0516,13:30:00,13:35:00,lille_europe,2,0,0
9135-0516,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0517,12:56:00,12:56:00,bruxelles_midi,1,1,0
9135-0517,13:30:00,13:35:00,lille_europe,2,0,0
9135-0517,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0523,12:56:00,12:56:00,bruxelles_midi,1,1,0
9135-0523,13:30:00,13:35:00,lille_europe,2,0,0
9135-0523,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0524,12:56:00,12:56:00,bruxelles_midi,1,1,0
9135-0524,13:30:00,13:35:00,lille_europe,2,0,0
9135-0524,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0525,12:56:00,12:56:00,bruxelles_midi,1,1,0
9135-0525,13:30:00,13:35:00,lille_europe,2,0,0
9135-0525,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0530,12:56:00,12:56:00,bruxelles_midi,1,1,0
9135-0530,13:30:00,13:35:00,lille_europe,2,0,0
9135-0530,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0531,12:56:00,12:56:00,bruxelles_midi,1,1,0
9135-0531,13:30:00,13:35:00,lille_europe,2,0,0
9135-0531,14:57:00,14:57:00,st_pancras_international,3,0,1
9135-0606,12:56:00,12:56:00,bruxelles_midi,1,1,0
9135-0606,13:30:00,13:35:00,lille_europe,2,0,0
9135-0606,14:57:00,14:57:00,st_pancras_international,3,0,1
9136-0315,15:04:00,15:04:00,st_pancras_international,1,1,0
9136-0315,16:26:00,16:30:00,lille_europe,2,0,0
9136-0315,17:05:00,17:22:00,bruxelles_midi_3,3,0,0
9136-0315,19:02:00,19:07:00,rotterdam_centraal,4,0,0
9136-0315,19:50:00,19:50:00,amsterdam_centraal,5,0,1
9136-0322,15:04:00,15:04:00,st_pancras_international,1,1,0
9136-0322,16:26:00,16:30:00,lille_europe,2,0,0
9136-0322,17:05:00,17:22:00,bruxelles_midi_3,3,0,0
9136-0322,18:32:00,18:37:00,rotterdam_centraal,4,0,0
9136-0322,19:20:00,19:20:00,amsterdam_centraal,5,0,1
9136-0329,15:04:00,15:04:00,st_pancras_international,1,1,0
9136-0329,16:26:00,16:30:00,lille_europe,2,0,0
9136-0329,17:05:00,17:22:00,bruxelles_midi_3,3,0,0
9136-0329,18:36:00,18:39:00,rotterdam_centraal,4,0,0
9136-0329,19:50:00,19:50:00,amsterdam_centraal,5,0,1
9136-0405,15:04:00,15:04:00,st_pancras_international,1,1,0
9136-0405,16:26:00,16:30:00,lille_europe,2,0,0
9136-0405,17:05:00,17:05:00,bruxelles_midi_2,3,0,1
9136-0406,15:04:00,15:04:00,st_pancras_international,1,1,0
9136-0406,16:26:00,16:30:00,lille_europe,2,0,0
9136-0406,17:05:00,17:05:00,bruxelles_midi,3,0,1
9136-0412,15:04:00,15:04:00,st_pancras_international,1,1,0
9136-0412,16:26:00,16:30:00,lille_europe,2,0,0
9136-0412,17:05:00,17:05:00,bruxelles_midi,3,0,1
9136-0419,15:04:00,15:04:00,st_pancras_international,1,1,0
9136-0419,16:26:00,16:30:00,lille_europe,2,0,0
9136-0419,17:05:00,17:05:00,bruxelles_midi,3,0,1
9136-0426,15:04:00,15:04:00,st_pancras_international,1,1,0
9136-0426,16:26:00,16:30:00,lille_europe,2,0,0
9136-0426,17:05:00,17:05:00,bruxelles_midi,3,0,1
9136-0503,15:04:00,15:04:00,st_pancras_international,1,1,0
9136-0503,16:26:00,16:30:00,lille_europe,2,0,0
9136-0503,17:05:00,17:05:00,bruxelles_midi,3,0,1
9136-0510,15:04:00,15:04:00,st_pancras_international,1,1,0
9136-0510,16:26:00,16:30:00,lille_europe,2,0,0
9136-0510,17:05:00,17:05:00,bruxelles_midi,3,0,1
9136-0517,15:04:00,15:04:00,st_pancras_international,1,1,0
9136-0517,16:26:00,16:30:00,lille_europe,2,0,0
9136-0517,17:05:00,17:05:00,bruxelles_midi,3,0,1
9140-0309,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0309,17:25:00,17:30:00,lille_europe,2,0,0
9140-0309,18:05:00,18:22:00,bruxelles_midi_5,3,0,0
9140-0309,19:32:00,19:37:00,rotterdam_centraal_13,4,0,0
9140-0309,20:20:00,20:20:00,amsterdam_centraal_8,5,0,1
9140-0310,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0310,17:25:00,17:30:00,lille_europe,2,0,0
9140-0310,18:05:00,18:22:00,bruxelles_midi_3,3,0,0
9140-0310,19:32:00,19:37:00,rotterdam_centraal_13,4,0,0
9140-0310,20:20:00,20:20:00,amsterdam_centraal_8,5,0,1
9140-0311,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0311,17:25:00,17:30:00,lille_europe,2,0,0
9140-0311,18:05:00,18:22:00,bruxelles_midi_4,3,0,0
9140-0311,19:32:00,19:37:00,rotterdam_centraal_13,4,0,0
9140-0311,20:20:00,20:20:00,amsterdam_centraal_8,5,0,1
9140-0312,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0312,17:25:00,17:30:00,lille_europe,2,0,0
9140-0312,18:05:00,18:22:00,bruxelles_midi_4,3,0,0
9140-0312,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0312,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0313,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0313,17:25:00,17:30:00,lille_europe,2,0,0
9140-0313,18:05:00,18:22:00,bruxelles_midi_4,3,0,0
9140-0313,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0313,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0314,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0314,17:26:00,17:30:00,lille_europe,2,0,0
9140-0314,18:05:00,18:22:00,bruxelles_midi_4,3,0,0
9140-0314,20:02:00,20:07:00,rotterdam_centraal,4,0,0
9140-0314,20:50:00,20:50:00,amsterdam_centraal,5,0,1
9140-0315,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0315,17:26:00,17:30:00,lille_europe,2,0,0
9140-0315,18:05:00,18:05:00,bruxelles_midi_2,3,0,1
9140-0316,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0316,17:25:00,17:30:00,lille_europe,2,0,0
9140-0316,18:05:00,18:22:00,bruxelles_midi_4,3,0,0
9140-0316,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0316,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0317,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0317,17:25:00,17:30:00,lille_europe,2,0,0
9140-0317,18:05:00,18:22:00,bruxelles_midi_4,3,0,0
9140-0317,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0317,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0318,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0318,17:25:00,17:30:00,lille_europe,2,0,0
9140-0318,18:05:00,18:22:00,bruxelles_midi_4,3,0,0
9140-0318,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0318,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0319,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0319,17:25:00,17:30:00,lille_europe,2,0,0
9140-0319,18:05:00,18:22:00,bruxelles_midi_4,3,0,0
9140-0319,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0319,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0320,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0320,17:25:00,17:30:00,lille_europe,2,0,0
9140-0320,18:05:00,18:22:00,bruxelles_midi_4,3,0,0
9140-0320,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0320,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0321,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0321,17:25:00,17:30:00,lille_europe,2,0,0
9140-0321,18:05:00,18:22:00,bruxelles_midi_4,3,0,0
9140-0321,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0321,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0322,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0322,17:25:00,17:30:00,lille_europe,2,0,0
9140-0322,18:05:00,18:05:00,bruxelles_midi_1,3,0,1
9140-0323,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0323,17:25:00,17:30:00,lille_europe,2,0,0
9140-0323,18:05:00,18:22:00,bruxelles_midi_4,3,0,0
9140-0323,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0323,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0324,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0324,17:25:00,17:30:00,lille_europe,2,0,0
9140-0324,18:05:00,18:22:00,bruxelles_midi_4,3,0,0
9140-0324,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0324,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0325,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0325,17:25:00,17:30:00,lille_europe,2,0,0
9140-0325,18:05:00,18:22:00,bruxelles_midi_4,3,0,0
9140-0325,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0325,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0326,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0326,17:25:00,17:30:00,lille_europe,2,0,0
9140-0326,18:05:00,18:22:00,bruxelles_midi_4,3,0,0
9140-0326,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0326,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0327,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0327,17:25:00,17:30:00,lille_europe,2,0,0
9140-0327,18:05:00,18:22:00,bruxelles_midi_4,3,0,0
9140-0327,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0327,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0328,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0328,17:25:00,17:30:00,lille_europe,2,0,0
9140-0328,18:05:00,18:22:00,bruxelles_midi_4,3,0,0
9140-0328,19:36:00,19:39:00,rotterdam_centraal,4,0,0
9140-0328,20:50:00,20:50:00,amsterdam_centraal,5,0,1
9140-0329,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0329,17:25:00,17:30:00,lille_europe,2,0,0
9140-0329,18:05:00,18:05:00,bruxelles_midi_1,3,0,1
9140-0330,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0330,17:25:00,17:31:00,lille_europe,2,0,0
9140-0330,18:05:00,18:22:00,bruxelles_midi_4,3,0,0
9140-0330,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0330,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0331,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0331,17:25:00,17:30:00,lille_europe,2,0,0
9140-0331,18:05:00,18:22:00,bruxelles_midi_4,3,0,0
9140-0331,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0331,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0401,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0401,17:25:00,17:30:00,lille_europe,2,0,0
9140-0401,18:05:00,18:22:00,bruxelles_midi_4,3,0,0
9140-0401,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0401,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0402,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0402,17:25:00,17:30:00,lille_europe,2,0,0
9140-0402,18:05:00,18:22:00,bruxelles_midi_4,3,0,0
9140-0402,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0402,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0403,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0403,17:25:00,17:30:00,lille_europe,2,0,0
9140-0403,18:05:00,18:22:00,bruxelles_midi_4,3,0,0
9140-0403,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0403,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0404,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0404,17:25:00,17:30:00,lille_europe,2,0,0
9140-0404,18:05:00,18:22:00,bruxelles_midi_3,3,0,0
9140-0404,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0404,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0405,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0405,17:25:00,17:30:00,lille_europe,2,0,0
9140-0405,18:05:00,18:22:00,bruxelles_midi_6,3,0,0
9140-0405,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0405,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0406,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0406,17:25:00,17:30:00,lille_europe,2,0,0
9140-0406,18:05:00,18:22:00,bruxelles_midi_6,3,0,0
9140-0406,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0406,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0407,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0407,17:25:00,17:30:00,lille_europe,2,0,0
9140-0407,18:05:00,18:22:00,bruxelles_midi_4,3,0,0
9140-0407,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0407,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0408,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0408,17:25:00,17:30:00,lille_europe,2,0,0
9140-0408,18:05:00,18:22:00,bruxelles_midi,3,0,0
9140-0408,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0408,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0409,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0409,17:25:00,17:30:00,lille_europe,2,0,0
9140-0409,18:05:00,18:22:00,bruxelles_midi,3,0,0
9140-0409,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0409,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0410,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0410,17:25:00,17:30:00,lille_europe,2,0,0
9140-0410,18:05:00,18:22:00,bruxelles_midi,3,0,0
9140-0410,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0410,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0411,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0411,17:25:00,17:30:00,lille_europe,2,0,0
9140-0411,18:05:00,18:22:00,bruxelles_midi,3,0,0
9140-0411,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0411,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0412,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0412,17:25:00,17:30:00,lille_europe,2,0,0
9140-0412,18:05:00,18:22:00,bruxelles_midi,3,0,0
9140-0412,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0412,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0413,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0413,17:25:00,17:30:00,lille_europe,2,0,0
9140-0413,18:05:00,18:22:00,bruxelles_midi,3,0,0
9140-0413,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0413,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0414,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0414,17:25:00,17:30:00,lille_europe,2,0,0
9140-0414,18:05:00,18:22:00,bruxelles_midi,3,0,0
9140-0414,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0414,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0415,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0415,17:25:00,17:30:00,lille_europe,2,0,0
9140-0415,18:05:00,18:22:00,bruxelles_midi,3,0,0
9140-0415,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0415,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0416,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0416,17:25:00,17:30:00,lille_europe,2,0,0
9140-0416,18:05:00,18:22:00,bruxelles_midi,3,0,0
9140-0416,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0416,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0417,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0417,17:25:00,17:30:00,lille_europe,2,0,0
9140-0417,18:05:00,18:22:00,bruxelles_midi,3,0,0
9140-0417,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0417,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0418,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0418,17:26:00,17:30:00,lille_europe,2,0,0
9140-0418,18:05:00,18:22:00,bruxelles_midi,3,0,0
9140-0418,20:02:00,20:07:00,rotterdam_centraal,4,0,0
9140-0418,20:50:00,20:50:00,amsterdam_centraal,5,0,1
9140-0419,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0419,17:26:00,17:30:00,lille_europe,2,0,0
9140-0419,18:05:00,18:22:00,bruxelles_midi,3,0,0
9140-0419,20:02:00,20:07:00,rotterdam_centraal,4,0,0
9140-0419,20:50:00,20:50:00,amsterdam_centraal,5,0,1
9140-0420,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0420,17:25:00,17:30:00,lille_europe,2,0,0
9140-0420,18:05:00,18:22:00,bruxelles_midi,3,0,0
9140-0420,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0420,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0421,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0421,17:25:00,17:30:00,lille_europe,2,0,0
9140-0421,18:05:00,18:22:00,bruxelles_midi,3,0,0
9140-0421,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0421,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0422,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0422,17:25:00,17:30:00,lille_europe,2,0,0
9140-0422,18:05:00,18:22:00,bruxelles_midi,3,0,0
9140-0422,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0422,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0423,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0423,17:25:00,17:30:00,lille_europe,2,0,0
9140-0423,18:05:00,18:22:00,bruxelles_midi,3,0,0
9140-0423,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0423,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0424,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0424,17:25:00,17:30:00,lille_europe,2,0,0
9140-0424,18:05:00,18:22:00,bruxelles_midi,3,0,0
9140-0424,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0424,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0425,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0425,17:25:00,17:30:00,lille_europe,2,0,0
9140-0425,18:05:00,18:22:00,bruxelles_midi,3,0,0
9140-0425,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0425,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0426,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0426,17:25:00,17:30:00,lille_europe,2,0,0
9140-0426,18:05:00,18:22:00,bruxelles_midi,3,0,0
9140-0426,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0426,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0427,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0427,17:25:00,17:30:00,lille_europe,2,0,0
9140-0427,18:05:00,18:22:00,bruxelles_midi,3,0,0
9140-0427,19:32:00,19:37:00,rotterdam_centraal,4,0,0
9140-0427,20:20:00,20:20:00,amsterdam_centraal,5,0,1
9140-0428,16:04:00,16:04:00,st_pancras_international,1,1,0
9140-0428,17:25:00,17:30:00,lille_europe,2,0,0
9140-0428,18:05:00,18:22:00,bruxelles_midi,3,0,0
